Area;Element;Item;Year;Unit;Value
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2022;t;1925399.52
Iran (Islamic Republic of);Production;Oranges;2012;t;2456130.6
Iran (Islamic Republic of);Production;Oranges;2013;t;2547166.4
Iran (Islamic Republic of);Production;Oranges;2014;t;1530362
Iran (Islamic Republic of);Production;Oranges;2015;t;1530362
Iran (Islamic Republic of);Production;Oranges;2016;t;1561134
Iran (Islamic Republic of);Production;Oranges;2017;t;1755632
Iran (Islamic Republic of);Production;Oranges;2018;t;2184675.54
Iran (Islamic Republic of);Production;Oranges;2019;t;2308730.36
Iran (Islamic Republic of);Production;Oranges;2020;t;2206500.12
Iran (Islamic Republic of);Production;Oranges;2021;t;2251102.21
Iran (Islamic Republic of);Production;Oranges;2022;t;2321124.11
Iran (Islamic Republic of);Production;Other beans, green;2012;t;27591.8
Iran (Islamic Republic of);Production;Other beans, green;2013;t;96019.4
Iran (Islamic Republic of);Production;Other beans, green;2014;t;56502.3
Iran (Islamic Republic of);Production;Other beans, green;2015;t;60501.85
Iran (Islamic Republic of);Production;Other beans, green;2016;t;71007.85
Iran (Islamic Republic of);Production;Other beans, green;2017;t;62670.67
Iran (Islamic Republic of);Production;Other beans, green;2018;t;64726.79
Iran (Islamic Republic of);Production;Other beans, green;2019;t;66135.1
Iran (Islamic Republic of);Production;Other beans, green;2020;t;64510.85
Iran (Islamic Republic of);Production;Other beans, green;2021;t;65124.25
Iran (Islamic Republic of);Production;Other beans, green;2022;t;65256.73
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2012;t;13654
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2013;t;15773.8
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2014;t;18709.6
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2015;t;15998.56
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2016;t;16827.32
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2017;t;17178.49
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2018;t;16079.15
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2019;t;16694.99
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2020;t;16650.88
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2021;t;16171.22
Iran (Islamic Republic of);Production;Other berries and fruits of the genus vaccinium n.e.c.;2022;t;16268.31
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2012;t;547730.2
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2013;t;580995.5
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2014;t;599126.5
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2015;t;617140.96
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2016;t;621826.33
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2017;t;626089.32
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2018;t;629254.3
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2019;t;631610.89
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2020;t;631622.03
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2021;t;628783.63
Iran (Islamic Republic of);Production;Other citrus fruit, n.e.c.;2022;t;630890.98
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2012;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2013;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2014;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2015;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2016;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2017;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2018;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2019;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2020;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2021;t;
Iran (Islamic Republic of);Production;Other fibre crops, raw, n.e.c.;2022;t;
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2012;t;273592
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2013;t;283314.9
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2014;t;291916.7
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2015;t;801592.96
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2016;t;1439194
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2017;t;1134544.95
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2018;t;1605223.29
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2019;t;1682768.56
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2020;t;1761534.89
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2021;t;1902503.85
Iran (Islamic Republic of);Production;Other fruits, n.e.c.;2022;t;1836240.73
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2012;t;3669.5
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2013;t;4156.1
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2014;t;4062.3
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2015;t;4104.75
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2016;t;4047.1
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2017;t;4071.38
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2018;t;4147.65
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2019;t;4097.58
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2020;t;4080.02
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2021;t;4268.52
Iran (Islamic Republic of);Production;Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.;2022;t;4148.71
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2012;t;4880.4
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2013;t;2964.8
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2014;t;105.1
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2015;t;810.22
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2016;t;1229.48
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2017;t;714.93
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2018;t;918.21
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2019;t;954.21
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2020;t;862.45
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2021;t;941.17
Iran (Islamic Republic of);Production;Other oil seeds, n.e.c.;2022;t;919.28
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2012;t;20549.7
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2013;t;27534
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2014;t;25124
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2015;t;21826.99
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2016;t;24828.33
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2017;t;22969.44
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2018;t;23208.25
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2019;t;23668.67
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2020;t;23282.12
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2021;t;23386.35
Iran (Islamic Republic of);Production;Other pulses n.e.c.;2022;t;23445.71
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2012;t;0
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2013;t;0
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2014;t;0
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2015;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2016;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2017;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2018;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2019;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2020;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2021;t;
Iran (Islamic Republic of);Production;Other stimulant, spice and aromatic crops, n.e.c.;2022;t;
Iran (Islamic Republic of);Production;Other stone fruits;2012;t;118315.1
Iran (Islamic Republic of);Production;Other stone fruits;2013;t;128877.4
Iran (Islamic Republic of);Production;Other stone fruits;2014;t;178163.3
Iran (Islamic Republic of);Production;Other stone fruits;2015;t;159191.82
Iran (Islamic Republic of);Production;Other stone fruits;2016;t;155410.84
Iran (Islamic Republic of);Production;Other stone fruits;2017;t;164255.32
Iran (Islamic Republic of);Production;Other stone fruits;2018;t;160685.55
Iran (Islamic Republic of);Production;Other stone fruits;2019;t;156241.69
Iran (Islamic Republic of);Production;Other stone fruits;2020;t;157746.34
Iran (Islamic Republic of);Production;Other stone fruits;2021;t;161336.77
Iran (Islamic Republic of);Production;Other stone fruits;2022;t;164402.64
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2012;t;801712.4
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2013;t;956158.2
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2014;t;1005696.7
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2015;t;996630.54
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2016;t;946413.4
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2017;t;982913.55
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2018;t;1009692.55
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2019;t;1022432.21
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2020;t;1026352.85
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2021;t;1019492.54
Iran (Islamic Republic of);Production;Other tropical fruits, n.e.c.;2022;t;1022759.2
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2012;t;1302203.8
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2013;t;1291681.4
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2014;t;1073574.3
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2015;t;1119190.17
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2016;t;1122043.48
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2017;t;1177551.99
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2018;t;1192093.69
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2019;t;1186115.69
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2020;t;1189783.96
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2021;t;1200000
Iran (Islamic Republic of);Production;Other vegetables, fresh n.e.c.;2022;t;1120000
Iran (Islamic Republic of);Production;Papayas;2012;t;143
Iran (Islamic Republic of);Production;Papayas;2013;t;198
Iran (Islamic Republic of);Production;Papayas;2014;t;322.8
Iran (Islamic Republic of);Production;Papayas;2015;t;308.61
Iran (Islamic Republic of);Production;Papayas;2016;t;287.55
Iran (Islamic Republic of);Production;Papayas;2017;t;306.32
Iran (Islamic Republic of);Production;Papayas;2018;t;294.86
Iran (Islamic Republic of);Production;Papayas;2019;t;306.48
Iran (Islamic Republic of);Production;Papayas;2020;t;302.55
Iran (Islamic Republic of);Production;Papayas;2021;t;301.3
Iran (Islamic Republic of);Production;Papayas;2022;t;303.44
Iran (Islamic Republic of);Production;Peaches and nectarines;2012;t;688379
Iran (Islamic Republic of);Production;Peaches and nectarines;2013;t;817169.6
Iran (Islamic Republic of);Production;Peaches and nectarines;2014;t;781858
Iran (Islamic Republic of);Production;Peaches and nectarines;2015;t;852000
Iran (Islamic Republic of);Production;Peaches and nectarines;2016;t;422365
Iran (Islamic Republic of);Production;Peaches and nectarines;2017;t;526231
Iran (Islamic Republic of);Production;Peaches and nectarines;2018;t;611383.88
Iran (Islamic Republic of);Production;Peaches and nectarines;2019;t;591411.7
Iran (Islamic Republic of);Production;Peaches and nectarines;2020;t;601758.53
Iran (Islamic Republic of);Production;Peaches and nectarines;2021;t;547776.88
Iran (Islamic Republic of);Production;Peaches and nectarines;2022;t;577295.68
Iran (Islamic Republic of);Production;Pears;2012;t;129317
Iran (Islamic Republic of);Production;Pears;2013;t;140089.5
Iran (Islamic Republic of);Production;Pears;2014;t;279580
Iran (Islamic Republic of);Production;Pears;2015;t;285000
Iran (Islamic Republic of);Production;Pears;2016;t;80576
Iran (Islamic Republic of);Production;Pears;2017;t;93594
Iran (Islamic Republic of);Production;Pears;2018;t;92280.9
Iran (Islamic Republic of);Production;Pears;2019;t;106784.85
Iran (Islamic Republic of);Production;Pears;2020;t;105449.82
Iran (Islamic Republic of);Production;Pears;2021;t;85502.46
Iran (Islamic Republic of);Production;Pears;2022;t;88855.24
Iran (Islamic Republic of);Production;Peas, dry;2012;t;0
Iran (Islamic Republic of);Production;Peas, dry;2013;t;0
Iran (Islamic Republic of);Production;Peas, dry;2014;t;0
Iran (Islamic Republic of);Production;Peas, dry;2015;t;
Iran (Islamic Republic of);Production;Peas, dry;2016;t;
Iran (Islamic Republic of);Production;Peas, dry;2017;t;
Iran (Islamic Republic of);Production;Peas, dry;2018;t;
Iran (Islamic Republic of);Production;Peas, dry;2019;t;
Iran (Islamic Republic of);Production;Peas, dry;2020;t;
Iran (Islamic Republic of);Production;Peas, dry;2021;t;
Iran (Islamic Republic of);Production;Peas, dry;2022;t;
Iran (Islamic Republic of);Production;Peas, green;2012;t;18726.35
Iran (Islamic Republic of);Production;Peas, green;2013;t;23826.2
Iran (Islamic Republic of);Production;Peas, green;2014;t;12864.6
Iran (Islamic Republic of);Production;Peas, green;2015;t;15780.84
Iran (Islamic Republic of);Production;Peas, green;2016;t;17490.55
Iran (Islamic Republic of);Production;Peas, green;2017;t;15378.66
Iran (Islamic Republic of);Production;Peas, green;2018;t;16216.68
Iran (Islamic Republic of);Production;Peas, green;2019;t;16361.96
Iran (Islamic Republic of);Production;Peas, green;2020;t;15985.77
Iran (Islamic Republic of);Production;Peas, green;2021;t;16228.82
